Title,Company,Experience,Salary,Location,Posted,Applications,Role,Employment_type,Education,Skills
AI & ML Engineer,Stanra Tech Solutions,6 - 11 years,Not Disclosed,Noida, 30+ days ago,31," Full Time, Permanent", Data Science & Machine Learning - Other," 
UG: Any Graduate
PG: Any Postgraduate","tableau, data science, Networking, GCP, Django, Machine learning, Programming, Deployment, AWS, Python"
Principal AI Engineer,Red Hat,10 - 12 years,Not Disclosed,Bengaluru, 24 days ago,119," Full Time, Permanent", Data Platform Engineer," 
UG: B.Tech/B.E. in Any Specialization
PG: Any Postgraduate","performance monitoring, cloud platforms, gps, resource optimization, troubleshooting, kubernetes, gpm, openshift, rhel, microsoft azure, catchpoint, machine learning, artificial intelligence, git, data science, gcp, linux, jenkins, splunk, terraform, agile, aws, ml"
Data Engineer - GCP,UPS Supply Chain Solutions (UPS SCS),5 - 9 years,Not Disclosed,Mumbai, 24 days ago,196," Full Time, Permanent", Data Engineer," 
UG: Any Graduate
PG: Any Postgraduate","data engineering, python, c++, cloud services, java, data science, GCP, scala, data warehousing, microsoft azure, etl, aws"
Data Scientist/ ML Engineer,Alpha Ai,2 - 7 years,Not Disclosed,Noida, 30+ days ago,818," Full Time, Permanent", Data Engineer," 
UG: Any Graduate
PG: Any Postgraduate","algorithms, python, data analysis, data analytics, machine learning, data engineering, sql, data quality, tableau, data science, devops, model development, software engineering, data exploration, data visualization, machine learning algorithms, aws, programming, ml"
Senior AI / Gen AI Engineer,PwC India,6 - 11 years,Not Disclosed,"Vijayawada, Bengaluru, Delhi / NCR", 27 days ago,386," Full Time, Permanent", IT Infrastructure Services - Other," 
UG: B.Tech/B.E. in Any Specialization
PG: MCA in Any Specialization","AI/ML development, GenAI model, AI/ML, deploying AI/ML, generative AI, Artificial Intelligence, implementation, Machine Learning, Data Science, NLP, ML ops, gcp, aws, AI solutions, computer version, azure"
Data Sciences - NVIDIA AI,Ltimindtree,6 - 8 years,Not Disclosed,Bengaluru, 30+ days ago,24," Full Time, Permanent", Full Stack Data Scientist," 
UG: Any Graduate
PG: Any Postgraduate","Training, deep learning, GIT, Linux, data science, GCP, Cloud, AWS, Python"
Senior AI Specialist,ZSoft Technologies,2 - 5 years,Not Disclosed,Hyderabad, 30+ days ago,132," Full Time, Permanent", Data Science & Machine Learning - Other," 
UG: Any Graduate
PG: Any Postgraduate","deep learning, data science, GCP, Machine learning, Data collection, Data processing, Management, AWS, Python"
AI Engineer,IBM,1 - 5 years,Not Disclosed,Bengaluru, 28 days ago,506," Full Time, Permanent", Machine Learning Engineer," 
UG: Any Graduate
PG: Any Postgraduate","python, natural language processing, microsoft azure, pytorch, aws, algorithms, kubernetes, scikit-learn, cloud platforms, machine learning, artificial intelligence, text analytics, pandas, deep learning, tensorflow, data science, gcp, matplotlib, keras"
AI & ML Professional,Bannari Amman Institute Of Technology,3 - 7 years,Not Disclosed,Erode, 30+ days ago,91," Full Time, Permanent", Data Science & Machine Learning - Other," 
UG: Any Graduate
PG: Any Postgraduate","python, c++, data analysis, modeling, c, data analytics, natural language processing, microsoft azure, aiml, machine learning, artificial intelligence, sql, iot, deep learning, r, java, data science, computer vision, leadership, aws, big data, ml, communication skills"
Head of Data Engineering and Analytics,Uplers,13 - 20 years,Not Disclosed,Hiring office located in Hyderabad, 3 days ago,594," Full Time, Permanent", Head - Analytics / BI," 
UG: Any Graduate","Data Engineering, Data Warehousing, Data Analytics, Data Modelling, data quality, DWH, GCP, data monitoring, Cost Management, DBT, Technology Strategy, Data Governance"
Fullstack Developer,Fenyes Engineered Technology,6 - 10 years,Not Disclosed,Bengaluru( Whitefield ), Few Hours Ago,12," Full Time, Permanent", Full Stack Developer," 
UG: B.Tech/B.E. in Computers, B.Sc in Computers, BCA in Computers
PG: MCA in Computers, M.Tech in Computers, MS/M.Sc(Science) in Computers","Frontend Development, Python Framework, Architecture, Jwt, Api Integration, Ms Sql Server Administration, Testing Frameworks, Full Stack, Devops, Javascript Frameworks, Html/Css, Oauth, Fullstack Development, Authentication, Version Control Systems Svn, Aws Iam"
Fullstack Developer,Uplers,5 - 10 years,Not Disclosed,Bengaluru, 1 day ago,16," Full Time, Permanent", Full Stack Developer," 
UG: Any Graduate
PG: Any Postgraduate","Typescript, Git, MySQL, Blockchain, Vue, SVN, AWS, RESTful APIs, React, NodeJS, Angular, Expressjs"
Fullstack Developer,Service based Top B2B MNC in IT Services...,6 - 9 years,Not Disclosed,Bengaluru, Just now, Less than 10," Full Time, Permanent", Full Stack Developer," 
UG: Any Graduate, B.Tech/B.E. in Any Specialization","CSS, ReactJS, HTML5, NodeJS, Python, jQuery, MySQL, PHP, MongoDB, AWS"
AWS Fullstack -Senior Developer,ITC Infotech,5 - 8 years,Not Disclosed,Pune, Few Hours Ago, Less than 10," Full Time, Permanent", Full Stack Developer," 
UG: Any Graduate
PG: Any Postgraduate","Architecture, Postgresql, Javascript, Management, AWS, microservices"
Intermediate Full Stack Developer,Unient India,7 - 10 years,Not Disclosed,Hiring office located in Bengaluru, 1 day ago,19," Full Time, Permanent", Full Stack Developer," 
UG: Any Graduate","Entity Framework Core, Net Core Development, SQL Server, Microservices, Web Api Services, Aws Lambda"
Software Engineer,Zela Luxury Health Clubs,3 - 5 years,Not Disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru", 30+ days ago,71," Full Time, Permanent", Software Development - Other," 
UG: Any Graduate
PG: Any Postgraduate","Product quality, Automation, github, GCP, Disaster recovery, Agile, Business continuity, Continuous improvement, Operations, Monitoring"
Elixir Developer,Iteron,2 - 7 years,Not Disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru", 30+ days ago,215," Full Time, Permanent", Software Development - Other," 
UG: Any Graduate
PG: Any Postgraduate","Unix, Interpersonal skills, elixir, GCP, Agile, Design development, Programming, Scrum, test driven development, Distribution system"
Software Engineer,Servomex,3 - 5 years,Not Disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru", 30+ days ago,82," Full Time, Permanent", Software Development - Other," 
UG: Any Graduate
PG: Any Postgraduate","Product quality, Automation, github, GCP, Disaster recovery, Agile, Business continuity, Continuous improvement, Operations, Monitoring"
Software Engineer - SRE,Alkira,2 - 5 years,Not Disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru", 30+ days ago,488," Full Time, Permanent", Software Development - Other," 
UG: Any Graduate
PG: Any Postgraduate","Networking, Appliances, WAN, GCP, Network infrastructure, Cloud, Security services, network services, JIRA, Computer networking"
Developer ( Quadient / OpenText ),Belwo,3 - 5 years,Not Disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru", 30+ days ago,262," Full Time, Permanent", Full Stack Developer," 
UG: Any Graduate
PG: PG Diploma in Electronics, MS/M.Sc(Science) in Any Specialization, MCA in Computers","Printing, Change management, PDF, PGDCA, Compliance, XML, Data structures, NDA, Data analytics, Associate Architect"
Software Engineer(2+ years of experience),Zettabolt Technologies,2 - 7 years,Not Disclosed,Noida, 17 days ago,184," Full Time, Permanent", Data Platform Engineer," 
UG: Any Graduate
PG: Any Postgraduate","Performance tuning, C++, NoSQL, Linux, GCP, Debugging, Data structures, SQL, Python"
Software Engineer - Odoo,Flexsin Technologies,2 - 4 years,Not Disclosed,Noida, 30+ days ago,119," Full Time, Permanent", Blockchain Quality Assurance Engineer," 
UG: Any Graduate
PG: Any Postgraduate","Product management, github, Front end, Version control, GIT, GCP, MySQL, Python"
Software Engineer - IAM,MoEngage,1 - 3 years,Not Disclosed,Bengaluru, 30+ days ago,1261," Full Time, Permanent", Software Development - Other," 
UG: Any Graduate
PG: Any Postgraduate","Cloud computing, Automation, Backend, Coding, Access management, GCP, Information security, SMS, Customer engagement, Python"
Software Engineer ),Advaitha Information Technology Services Private Limited,5 - 10 years,Not Disclosed,Hyderabad, 30+ days ago,33," Full Time, Permanent", Software Development - Other," 
UG: Any Graduate
PG: Any Postgraduate","Computer science, Front end, GCP, Javascript, Data structures, HTTP, Troubleshooting, Monitoring, Android, CSS3"
"Manager, Software Engineer",Solarwinds,0 - 5 years,Not Disclosed,Bengaluru, 30+ days ago,853," Full Time, Permanent", Data Platform Engineer," 
UG: Any Graduate
PG: Any Postgraduate","VMware, NoSQL, Business transformation, GCP, Solarwinds, Software development life cycle, Architecting, Distribution system, Python, microservices"
Software Engineer,Kodiak Networks India Pvt. Ltd.,8 - 13 years,Not Disclosed,Bengaluru, 30+ days ago, Less than 10," Full Time, Permanent", Software Development - Other," 
UG: Any Graduate
PG: Any Postgraduate","Cloud computing, Basic, Backend, Coding, GCP, Agile, Infrastructure, Workflow, Operations, Motorola"
Software Engineer- Infrastructure,Quizizz Inc.,4 - 7 years,Not Disclosed,Bengaluru, 30+ days ago,11," Full Time, Permanent", Full Stack Developer," 
UG: Any Graduate
PG: Any Postgraduate","GCP, Debugging, Cloud, Infrastructure, Wellness, MongoDB, Distribution system, infrastructure services, Monitoring, Python"
Software Engineer,Priceline,8 - 13 years,Not Disclosed,Mumbai, 30+ days ago,30," Full Time, Permanent", Full Stack Developer," 
UG: Any Graduate
PG: Any Postgraduate","Backend, Core Java, Payment processing, Architecture, Coding, GCP, Diversity and Inclusion, Agile, SQL"
Developer FRS & OTBI,Overture Rede,2 - 4 years,Not Disclosed,Ahmedabad, 30+ days ago,31," Full Time, Permanent", Data warehouse Developer," 
UG: Any Graduate
PG: Any Postgraduate","Oracle Apps, Excel, Financial reporting, GCP, Analytical, Machine learning, Regression analysis, Analytics, SQL"
Software Engineer,Priceline,2 - 9 years,Not Disclosed,Mumbai, 30+ days ago,369," Full Time, Permanent", Head - Engineering," 
UG: Any Graduate
PG: Any Postgraduate","Computer science, spring boot, continuous integration, Core Java, Coding, GCP, Diversity and Inclusion, Agile, Programming, SQL"
Software Engineer,PropertyKumbh- Indias No.1 Real Estate Company,2 - 7 years,Not Disclosed,Lucknow, 30+ days ago,81," Full Time, Permanent", Head - Engineering," 
UG: Any Graduate
PG: Any Postgraduate","Backend, GCP, Project management, Javascript, Agile, HTML, System development, SQL, CRM"
Exalead Developer,Sopra Steria,4 - 6 years,Not Disclosed,Bengaluru, 30+ days ago, Less than 10," Full Time, Permanent", Full Stack Developer," 
UG: B.Tech/B.E. in Production/Industrial
PG: Any Postgraduate","PLM, CSS, Business Analyst, Eclipse, Debugging, Cloud, query, Deployment, HTML, Data analytics"
Software Engineer,Wipro Enterprises,8 - 13 years,Not Disclosed,Bengaluru, 30+ days ago, Less than 10," Full Time, Permanent", Technical Architect," 
UG: Any Graduate
PG: Any Postgraduate","System architecture, Software design, GCP, Manager Technology, Healthcare, test driven development, System software, Distribution system, Software solutions"
,,,,,,,,,,
Software Engineer - Career,Equifax Credit Information Services Private Limited,5 - 6 years,Not Disclosed,Pune, 27 days ago, Less than 10," Full Time, Permanent", Full Stack Developer," 
UG: Any Graduate
PG: Any Postgraduate","GCP, Javascript, Infrastructure, jenkins, Healthcare, HTML, Troubleshooting, Analytics, Service operations, microservices"
MERN Developer / Lead,GOPHERS.IN,5 - 10 years,Not Disclosed,Noida, 30+ days ago,139," Full Time, Permanent", Head - Engineering," 
UG: Any Graduate
PG: Any Postgraduate","Front end, NoSQL, Payment systems, GCP, Cloud, Javascript, Development Lead, Scrum, SQL, CSS3"
Robotics Software Engineer,Drishti Works,4 - 7 years,Not Disclosed,Mumbai, 30+ days ago, Less than 10," Full Time, Permanent", Blockchain Quality Assurance Engineer," 
UG: Any Graduate
PG: Any Postgraduate","Computer vision, C++, Version control, Simulation, GCP, Algorithm development, System design, Sensors, Communication engineering, Python"
Software Engineer,Fleet Management,8 - 13 years,Not Disclosed,Mumbai, 30+ days ago,13," Full Time, Permanent", Search Engineer," 
UG: Any Graduate
PG: Any Postgraduate","Front end, Architecture, TDD, SAR, GCP, Javascript, Agile, Scrum, Oracle, Stakeholder management"
Software Engineer,Cyberhaven,1 - 3 years,Not Disclosed,Bengaluru, 30+ days ago,85," Full Time, Permanent", Data Platform Engineer," 
UG: Any Graduate
PG: Any Postgraduate","neo4j, data security, GCP, PAAS, SAAS, SCALA, Genetics, Silicon, Troubleshooting, Python"
Software Engineer,Cyberhaven,5 - 8 years,Not Disclosed,Bengaluru, 30+ days ago, Less than 10," Full Time, Permanent", Software Development - Other," 
UG: Any Graduate
PG: LLM in Law","neo4j, data security, GCP, PAAS, SCALA, Genetics, Silicon, Troubleshooting, Python, microservices"
Software Engineer - B,Capgemini,2 - 5 years,Not Disclosed,Chennai, 30+ days ago,148," Full Time, Permanent", Search Engineer," 
UG: B.Tech/B.E. in Any Specialization
PG: Any Postgraduate","account services, networking, computation, iam, gcp, cloud sql, continuous integration, kubernetes, github, rbac, serverless, ci/cd, deployment automation, gitlab ci / cd, gitlab ci, helm, configuration management, system administration, linux, cloud storage, bigquery"
Developer-B2 - Subcon,Forbes Global 2000 IT Services Firm,4 - 6 years,6-12 Lacs P.A.,Mumbai, 30+ days ago,72," Full Time, Temporary/Contractual", Software Development - Other," 
UG: Any Graduate","MongoDB, Google Cloud Platforms, Devops, Python"
EdgeApp Developer,PLM Indishtech,2 - 7 years,Not Disclosed,Ramanagara, 30+ days ago,40," Full Time, Permanent", Software Development - Other," 
UG: Any Graduate
PG: Any Postgraduate","Computer science, Cloud computing, C++, Networking, Machine learning, Javascript, Data processing, Data analytics, Information technology, Python"
Software Engineer ( DPDK),Awake Security,3 - 4 years,Not Disclosed,Bengaluru, 30+ days ago,48," Full Time, Permanent", Software Development - Other," 
UG: Any Graduate
PG: Any Postgraduate","OPEX, Automation, C++, Embedded systems, Linux, QOS, GCP, Debugging, Virtualization, Team building"
Operations Software Engineer Operations,Signant Health,1 - 4 years,Not Disclosed,Hyderabad, 30+ days ago,26," Full Time, Permanent", Full Stack Developer," 
UG: Any Graduate
PG: Any Postgraduate","gcp, json, html, javascript, reporting, jira, sql"
Software Engineer,MX Technologies,1 - 4 years,Not Disclosed,Chennai, 30+ days ago,443," Full Time, Permanent", Full Stack Developer," 
UG: Any Graduate
PG: Any Postgraduate","algorithms, software development, data warehousing, relational databases, javascript, react.js, coding, ruby rails, gcp, rails, design patterns, software solutions, data structures, software engineering, object oriented programming, typescript, programming"
Software Engineer,Micron Software,8 - 13 years,Not Disclosed,Hyderabad, 30+ days ago,24," Full Time, Permanent", Database Administrator," 
UG: Any Graduate
PG: Any Postgraduate","data sources, data analysis, gcp, data processing, problem solving, big data"
Developer,Trellix,1 - 4 years,Not Disclosed,Bengaluru, 30+ days ago,121," Full Time, Permanent", Full Stack Developer," 
UG: Any Graduate
PG: Any Postgraduate","Automation, GCP, Artificial Intelligence, Agile, Application development, Unit testing, Analytics, SDLC, Ajax"
Developer,Traviyo,1 - 4 years,Not Disclosed,Noida, 30+ days ago,1202," Full Time, Permanent", MIS Executive," 
UG: Any Graduate
PG: Any Postgraduate","Analytical skills, MIS reporting, Report generation, Basic, Excel, Sales, MIS, Data analytics, Management, Powerpoint"
"SW Engineer III - C#, React",NCR Corporation,3 - 6 years,Not Disclosed,Hyderabad, 30+ days ago,36," Full Time, Permanent", Search Engineer," 
UG: Any Graduate
PG: Any Postgraduate","Computer science, Operational excellence, Architecture, GCP, Cloud, Data structures, Troubleshooting, Monitoring, Recruitment, SQL"
Google BigQuery Developer,Phygital Insights,6 - 10 years,Not Disclosed,Bengaluru, 30+ days ago,144," Full Time, Permanent", Software Development - Other," 
UG: Any Graduate
PG: Any Postgraduate","Performance tuning, tableau, GCP, HR, SQL, Python"
Cloud Change Manager,Dayforce,5 - 9 years,Not Disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru", 10 days ago,195," Full Time, Permanent", Incident Management," 
UG: Any Graduate
PG: Any Postgraduate","Service management, Change management, GCP, Cloud, Problem management, power bi, Data analytics, Stakeholder management, ITIL, Auditing"
Artificial Intelligence Consultant,Imaginators Try Going Beyond,7 - 12 years,16-31 Lacs P.A.,"Pune, Jaipur, Bengaluru", 19 days ago,240," Full Time, Permanent", Data Scientist," 
UG: Any Graduate","Artificial Intelligence, Tensorflow, Ai Techniques, Visio, Machine Learning, Grafana, Scikit-Learn, Data Science, Cloud Platforms, Stakeholder, Azure Cloud, Miro, RFP, AWS, Architecture, Ai Solutions, Natural Language Processing, mlflow, Nltk, Ai Algorithms, GCP, Opencv, Aiml, Keras, Ai Platform"
"Site Reliability Engineer - SOX, SOC2, Python or Go",Avalara,5 - 10 years,Not Disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru", Few Hours Ago, Less than 10," Full Time, Permanent", Site Reliability Engineer," 
UG: Any Graduate
PG: Any Postgraduate","Root cause analysis, Automation, Linux, GCP, ISO 27001, Machine learning, AWS, Python"
Job Openings For Java Fullstack & Java Backend -PAN India,leading mnc,5 - 9 years,Not Disclosed,"Pune, Gurugram, Bengaluru", Just now,10," Full Time, Permanent", Software Development - Other," 
UG: Any Graduate","Java Fullstack, Aws Cloud, Azure Cloud, Cicd Pipeline, Spring Boot, React.Js, Angular, Microservices, Gcp Cloud"
Data Scientist Position | Work on Real-World Business Challenges,Job Seeks 4u Consultancy Services,2 - 7 years,8-15 Lacs P.A.,Chennai( Oragadam ), 22 days ago,1927," Full Time, Permanent", Data Scientist," 
UG: Any Graduate","Python Programming, Machine Learning, Data Science, Statistical Modeling, Big Data Technologies, Azure, Hadoop, Natural Language Processing, Deep Learning, Apache Spark, SQL, Insight Generation, Cloud Computing, GCP, R Programming, Data Analysis, Cross-functional Collaboration, AWS"
S&C Global Network - AI - Marketing Analytics (MMM)- Senior Manager,Accenture,5 - 10 years,Not Disclosed,Bengaluru, Few Hours Ago, Less than 10," Full Time, Permanent", Analytics Consultant," 
UG: B.Tech/B.E. in Any Specialization
PG: Any Postgraduate","Marketing Analytics, Azure, Neural Network, Gradient Boosting, GCP, XML, JSON, AWS, Machine Learning, Random Forest"
